+------------+--------------+------------+----------------------------+
| Дата   | Начало | Конец | Предмет             |
|          3 | Петр           | Сергеев   | 2016-10-24 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-24 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-24 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-24 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-24 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-24 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-24 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-24 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-27 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-27 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-27 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-27 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-27 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-27 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-27 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-27 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-27 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-27 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-27 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-27 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-27 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-27 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-27 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-27 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-10-27 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-10-27 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-10-27 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-10-28 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-28 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-28 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-28 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-28 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-10-28 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-28 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-28 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-28 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-28 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-28 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-28 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-28 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-28 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-28 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-29 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-29 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-29 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-29 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-29 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-29 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-29 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-29 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-29 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-29 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-29 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-29 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-29 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-29 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-29 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-29 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-29 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-29 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-29 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-29 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-29 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-29 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-29 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-29 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-29 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-30 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-30 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-30 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-30 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-30 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-30 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-30 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-30 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-30 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-30 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-30 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-30 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-30 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-30 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-31 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-31 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-31 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-31 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-31 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-31 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-31 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-31 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-31 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-31 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-31 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-31 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-31 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-31 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-31 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-31 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-31 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-31 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-31 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-03 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-03 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-03 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-03 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-03 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-03 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-03 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-03 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-03 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-03 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-11-03 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-03 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-03 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-03 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-03 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-03 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-11-03 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-11-03 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-11-03 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-11-04 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-04 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-11-04 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-11-04 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-11-04 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-11-04 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-04 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-04 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-04 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-04 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-04 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-04 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-04 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-04 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-04 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-05 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-05 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-05 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-05 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-05 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-05 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-05 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-05 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-05 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-05 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-05 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-05 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-05 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-05 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-05 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-11-05 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-05 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-05 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-05 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-05 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-05 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-05 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-11-05 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-11-05 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-11-05 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-06 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-11-06 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-11-06 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-11-06 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-11-06 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-06 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-06 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-06 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-06 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-06 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-06 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-06 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-06 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-06 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-07 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-07 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-07 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-07 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-07 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-07 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-11-07 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-11-07 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-11-07 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-11-07 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-07 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-07 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-07 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-07 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-07 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-07 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-07 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-07 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-07 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-10 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-10 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-10 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-10 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-10 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-10 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-10 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-10 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-10 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-10 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-11-10 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-10 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-10 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-10 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-10 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-10 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-11-10 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-11-10 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-11-10 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-11-11 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-11 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-11-11 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-11-11 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-11-11 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-11-11 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-11 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-11 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-11 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-11 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-11 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-11 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-11 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-11 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-11 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-12 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-12 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-12 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-12 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-12 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-12 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-12 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-12 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-12 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-12 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-12 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-12 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-12 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-12 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-12 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-11-12 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-12 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-12 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-12 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-12 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-12 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-12 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-11-12 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-11-12 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-11-12 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-13 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-11-13 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-11-13 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-11-13 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-11-13 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-13 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-13 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-13 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-13 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-13 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-13 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-13 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-13 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-13 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-14 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-14 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-14 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-14 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-14 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-14 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-11-14 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-11-14 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-11-14 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-11-14 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-14 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-14 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-14 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-14 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-14 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-14 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-14 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-14 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-14 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-17 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-17 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-17 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-17 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-17 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-17 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-17 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-17 | 10:10:00     | 11:40:00   | Литература       |
